comment,participation,level_of_justification,content_of_justification,respect,counterarguments,constructive_politics,sentiment,fb_comment,live_th,blog_comment
"I feel it might be about time we begin drawing some, at least some, initial conclusions from this very rich discussion. Let me do some ""mind-storming"",we might then do some brain-storming too, if you so wish. So don't expect order in what follows, please.There are so many constraints one cannot expect to do a perfect job;However, as they say in China, every undertaking, even a huge undertaking as ours, begins with the first step;And this discussion shows clearly that conditions vary from region to region, from country to country and even within countries themselves;Bases from which to start are very different; so the goals each region/country set cannot be identical goals, or the time horizon, number of steps and approach are bound to differ;Culture, religion, history, politics, economics, races, social levels & their inter-connection, all these elements are different. As many of you have pointed out, they do have a considerable bearing in our present levels of poverty and thus will define the actual launching platform and how to plan regarding the goals to be attained;Many of you have pointed at corruption and how corruption dilutes and distorts aid; so the manner in which aid is channelled must be carefully adapted, which will required a great deal of diplomacy, but which will make the difference between effective and non-effective aid. The poorer the country, the most important this consideration, which  is something I feel must be faced bluntly;The differences you have discussed will mean one shall need to coordinate education-health-shelter-education of the educators-aid in different ways, with regard to regions, countries, districts within countries;I feel each one of you is able to think of ways of tackling our goal or goals (in fact you have addressed most of these ways through your fertile comments).I have just tried to see whether we can begin to work on  some tentative conclusions. These are just some ideas.",1,3,3,1,3,2,1,0,0,1
"Leaving no one behind is a pledge that requires an unprecedented commitment in the spirit of Good Will and real cooperation. These are values that inspired the United Nations  » charter, and now, at this defining moment in human history, they must become the foundation of our actions moving forward.I represent the Legion of Good Will, LGW (Legií£o da Boa Vontade, LBV), a Brazilian originated civil society organization dedicated to promoting educational and social assistance programs to help reduce poverty and social inequalities in 150 communities across seven countries: Brazil, Argentina, Bolivia, Paraguay, Uruguay, Portugal and in the United States.Throughout 67 years of experience, we have learned that the most effective method in overcoming poverty is through a holistic approach that addresses the diverse needs of individuals- the biological, psychological, social and spiritual dimensions.Our outcomes prove that it is as equally important to provide essential social services and quality education as it is to restore hope, human dignity, and develop a higher consciousness towards a solidary, altruistic and ecumenical society.In the past five years, more than 1.7 million people were positively impacted by the Legion of Good Will  »s work. Even in the most vulnerable communities, we have found effective outcomes such as high levels of increased academic performance and social mobility.For this reason, we believe that it is vital to strengthen Education for a Global Citizenship, because this focus empowers people, who can rise to the challenges facing the 21st century.  We invite all to read our recommendations in the Good Will magazine (available online at: http://www.boavontade.com/sites/default/files/content-type-documents/bv  _), where we share our best practices in implementing Education, Sustainability, and Global Citizenship as levers for sustainable development. ",1,3,3,1,0,0,1,0,0,1
"Eradicating Poverty is easy and straightforward - you simply have to re-distribute wealth and create avenues of income for those struggling in the long run. While that sounds incredibly easy, it is in fact not, as ""leaving no one behind"" is the true challenge, as most contributors figured out correctly.After working with minorities, partly and completely unrecognized nations and ""muted communities"" for a couple of years now, I feel qualified enough to criticize a few approaches and to give my vision for improvement:While the United Nations say and claim that they do not want to ""leave anyone behind"", they still do so. I have been on the ground in Nagorno-Karabakh, in Abkhazia, in Transnistria and in South Ossetia lately. The only UN staff I saw in those highly vulnerable and suffering regions was ""stationed"" in Abkhazia. In fact, he was based in Tbilisi and was also ""working on Abkhazia"" to eradicate poverty in the region. However, he was not allowed to cooperate or even speak with the ""local authorities"" in any way, which led to a complete inability to seriously do anything on the ground. It was not me observing that, but that very UN worker, who complained about the diplomatic dilemmas that forbids him to do anything or even observe anything. He was left with no option, but sipping cocktails at the seaside for a day, before returning to Tbilisi.As mentioned above, this was the only UN staff I ever met in a non-recognized country (except for Kosovo, where I met plenty). I understand the diplomatic reasons for the limited work there very well, but still it completely ignores the fact that in such regions there are many suffering poor people, who are completely left behind for a simple reason: The bigger political game, on which the civil society in none of the mentioned ""states"" has any effect. Even worse, that blockade is leaving the people and their ""authorities"" with no option, but looking for other options for help, a fact the whole world mourns about afterwards. And surely, those other options are looking for anything else, but for ""humanitarian reasons"" at such ""states"".If the UN is serious about ""leaving no one behind"" it must become ""apolitical"" in humanitarian missions and must do all it can to help those who suffer!In other surroundings I constantly work, people are left behind, because they belong to some kind of minority: Some indigenous group, some linguistic or ethnic minority or any other discriminated group of individuals. In all those cases humanitarian aid is given to stately entities that do not distribute it to the ""unliked"" communities, but rather keep it for the majority. This problem is seen everywhere on our planet and is also well-measured by plenty of NGOs and the United Nations itself in several studies.There is no easy answer to overcome that issue, but I strongly believe in the ""education is the way out of poverty"" rule. That said, I think that teaching minorities groups in English and educate them in basic things in English can be a first step towards a better future. With a profound knowledge in English and a computer with internet access, the knowledge of the world can be yours today. Secondary, that alone will enable minorities and ""left behind"" communities to internationally make aware of their suffocation and look for support globally - which I think is a very powerful tool!Lastly, I eye-witnessed too much ""poverty vacation"" to ever forget about it. Thousands of ""volunteers"" pay a fortune to travel to some random African village and build a well for some random NGO. While there are fantastic NGOs all over the world, and I met many of those, there are also hundreds of NGOs that are nothing more than ""adventure holiday sellers"". That truly disgusts me. All those agencies who offer me ""going to X to build a well in 3 months for only 15.000 Euro"" are either a complete waste of resources or, even though with good intentions, run in the complete wrong direction.I personally strongly believe in the potential of people everywhere on earth's face and I think the best way to raise such potential is not by sending amateurs to build a well, but by approaching them on an eye-level. I personally went to a couple of places where poverty is ever-present and always started by asking ""how can I help you guys?"" and the answer was never: ""Build me a wall"", but ""we need material"", ""we need publicity of our cause"" or ""teach me how to X"". I never even assumed for a second, that I am generally better in ""getting things done"" than any other people I met, because it is just false. I am worse in building wells than everyone whoever touched a brick. What I did is actually working in very poor areas. I got a salary by local standards, sometimes not even 10% of my earnings in Germany, and I did what I am good in: Teaching University level Math, Writing Business Plans, Public Relations, etc.That way I could set a footprint and I am very proud that students I taught made it to international top universities or set up their own successful NGOs or businesses. Those people do now help themselves and their community every single day with the skills they won. Those people are fighting and winning against poverty, because they are skilled and smart and I did my little part to raise that potential.That said, I strongly propose to not treat people different. We should not ""empower minorities"" or ""help people"" who never asked for it. Instead, we should work together with everyone, everywhere and not always look at our benefit - that's all we need to do.Thank you for taking the time to read that and giving me the opportunity to bring in my opinion. Any feedback would be extremely welcome anytime!Should you be interested in the very unique NGO I found, please see www.conifa.org, the first and only NGO that connects people that are ""left behind"", through football, but going much further than that!",1,3,3,1,0,0,1,0,0,1
"DisabilityTalking about poverty without analyzing how it affects different groups it is impossible. No all poor individuals or families are the same, and certain groups are more vulnerable to poverty. In the last decades empirical evidence showing the relationship between disability and poverty has increased, but still we do not completely understand how this relationship is created or why. In order to include people with disabilities in social policies and strategies to reduce poverty, we need to know more details about their levels of poverty and deprivation. We need to understand what their needs are and see disability from a human rights perspective, where access to social services and opportunities is the rule and not the exception. Leaving no one behind does not mean including everyone in all types of strategies, without acknowledging their own differences, it is creating a set of strategies that contribute to improve their lives, reducing their levels of deprivation and most important that guarantee equal access to opportunities no matter your health condition or disability status.In the case of disability, we need to know how many they are, what are their characteristics, how poor they are and where are they, we need to collect data on disability, analyse this data and propose informed solutions. This does not mean not to do anything before having the information, but means to make a major effort to improve data on disability, aiming to provide evidence to policy makers in order that they take informed decisions and propose policies that have a real effect on the lives of millions of people with disabilities around the world.",1,3,3,1,0,0,1,0,0,1
"The best possible way of including differently abled individuals is enabling them the opportunity to participate from the environment that they have designed for them. Putting them into a common environment and expecting them to feel equal, inclusive and productive is the height of injustice and inhumanity we can ever do to them.Being inclusive doesn't mean or demand the presence, it is just mean the opportunity for participation and contribution must be free of all restriction that would enable individuals to share their skills and knowledge being at their environment of comfort that would further enable them to contribute to their fullest.At present, the policies and the opportunities are not bridged properly and when they are not bridged, inequality and inequities are eventual. On one hand, we campaign for equality and inclusion and on another hand the facilitations we enable are with filters of eligibility, criteria, standards, formats, procedures, frameworks and other such if's, that mandates the process of ""selection-rejection"" where exclusion is its basic trait.When facilitation is through a framework, it facilitates only those who could mould themselves to fit within it and the rest are forced to lead a deprived life with no fault at their end. Individual specific facilitation will support both the government and the world to be inclusive. To government, individual specific facilitation will enable opportunity to facilitate every single citizen for their individuality that is descended to them by nature to serve their purpose of birth. When the purpose of birth is served, individuals of the world will be enabled with progressive attitudes and soul-satisfaction. When there is soul satisfaction, individuals will be void of evacuations and aggression that would seed and spread peace all over the world.To the world, individual specific facilitation will enable the space of being inclusive. When a place is assured for the individuality of all, individually, without any general framework that would put them into the process of ""selection-rejection"", the soul of the individual will be to transcendence and accept the growth and development of all individual which would eventually enable the world to mutualise and multiply the result of contributions made. The general pattern of facilitation, puts an individual into comparison and demands an environment which imposes ""Survival of the fittest"" where expecting individuals to be inclusive, progressive and transcendent is impossible. When individual specific facilitation validated by the UDHR is enabled, there will be no comparison or survival of the fittest environment. Here everyone is considered fittest for their own ability and skills and are enabled opportunity for their inheritance that they already own. In this situation, being inclusive is progressively and holistically possible. Even for the differently abled, the opportunities that are enabled to them as a concession, creates a factor of exclusion to them in the general paradigm where the difference for exclusion is easily created for the partial liberalisation of framework or opportunities.Living for the differently abled is made all the more difficult for this difference of partiality that they receive at ease in the common paradigm. Building confidence and independence to the differently abled are taught or trained in such a way that they are forced to take up rigidity, strong attitude and a quality of adamance and egotism. Which in inside, makes them feels the pressure of being differently abled in greater magnitude.If individual specific pattern is enabled, individuals, be it differently abled or uniquely abled (common individuals having different spectrum of skills) everyone gets their due space for facilitation and participation for what they feel as their core ability or skill, ultimately, evolving an environment that is needed for the world to be inclusive.",1,2,3,1,0,0,1,0,0,1
"I feel that what is hard to achieve is the accessibility of resources by the people who are affected by extreme provety, funds are set aside to assist the less priviliged but unfortunately end up in the hands of greedy people who enrich themselves with this funds, ways and mechanisms should be established to make sure that the funds reach the targeted groups otherwise year after funds will be set aside and the fight against poverty is far from won,",1,0,3,1,0,0,1,0,0,1
"Funding people is not a progressive solution, because,(i) It taxes and exacts equivalence from the productive populace to balance the freebies and financial aid enabled to the populace in poverty.(ii) It doesn't include people in development, when living and livelihood of people in poverty are aided they are excluded from participating in the developmental pursuits of the world. They refrain from fulfilling their duty as a citizen of the world and a constituent of the humanity. We are not focusing on the cause of poverty but superficially trying to wipe out poverty which is impossible. Unless their idleness in life is not taken away, they will eternally constitute to poverty as, once we settle them with all aid and needs, the world, on the other hand, will be progressing continuously making the aid we enabled to them insufficient to balance the growth we accomplish.To elevate people from poverty, we need to include them in the developmental pursuit of the world with opportunities for their individuality. This is a just and progressive way of making the world holistic and equal.Government must be open for people to claim with the opportunity they need for development, duty of the government is not to substantiate people's ability to take up opportunity it has stipulated or officiated as common or general but to include all of its citizens individually facilitating them with all progressive opportunities they design for their individuality ensuring that every citizen's life and functioning of the world is set productive.",1,1,3,1,0,0,1,0,0,1
I totally agree with you. Most state institutions especially in Africa have been infested by a virus called corruption. The needy are not the eventual beneficiary of funds.,1,0,0,1,3,0,1,0,0,1
"It seems like we are not talking about same certain kind of people Dr.Priya ,you see in Kenya where I come from there are people who live in extreme poverty that they cant even be in a position to be in the know how of what is happening in the world ,somehow you are contradicting yourself in your comment when you say that funding the poor is not the solution and yet you go again and say that there is need to find how they can get aid and their needs be addressed ,my point is and I have seen this as a greater problem to poverty eradication ,few educated selfish people are aware of the resources provided to fight poverty and unfortunately take advantage of this grants to enrich themselves ,the opportunities and funds never address the actual beneficiaries that is why my suggest is that grassroot organizations and local administration should be involved in the process of eradicating poverty ,otherwise research has shown that there are some group of people disguise themselves as NGOS to receives funding not for humanity but for themselves",1,1,3,1,1,0,1,0,0,1
"Ms.Alice Kamau, it is not contradicting, there is a difference, funding people directly is not a solution because it idles them without taking part in the progress of the nation and the world. Be it poor or rich, educated or uneducated, employed, unemployed or underemployed everyone, every single individual being, constitute to the nation's and globe's identity and development, when they are simply granted with funding and subsidies, we are taking away their share of developmental quotient that prevents us from accomplishing holistic and full development. Helping them to aid their needs and living, means, the government help people with opportunities to education and employment for their individual skill and preference without generalising the means and content of knowledge that enables every single individual of the nation and the globe to nurture their individual skills and ability to a useful form making them earn their living and life standards by contributing their share of progress to the world. There is a difference here and they do not contradict. Yes, funding and resource provided to people doesn't reach them and are confiscated by middlemen. This is the case not only in Kenya but in almost all places.  Even though this is wrong and illegal, we got to look into the mindset behind. NGOs, middlemen and the stream through which the funds and resources reach the poor are no better than the poor. Their living, life pattern and life standards would be a line higher than the poor, when the poor could be granted with all benefits just for being poor without doing any work, wouldn  »t they find it justified to take a part of it as they are no better than the poor and that they aren  »t like the ones getting benefitted with the funds and resources for free, they work. Being poor doesn  »t stop with what we define through the calculations we make through a specific formula, anyone who is unable to meet with his/her needs of his self or his family is poor.  When the act of freely enabling grant to people cannot be justified, the justification middlemen have for taking a part of aid cannot be renounced or refuted. Benefits, social value, perks and allowance to government officials are enabled to make them transcend in including all progressive opportunities people claim for their progress and prosperity.People in the middle take advantage of the resources enabled to poor only when it is materialistic benefits, but when we concentrate on alleviating poverty through facilitating liberated opportunities for education and work that makes individual to lift themselves from poverty there can be no confiscation or inequity.In a democratic and free world or nation, it isn  »t just to say people are unaware and ignorant, because, democracy is government for, of and by the people. It is the duty of the government to lift people from their ignorance. NGO  »s or any other volunteering organisation should connect the citizen with the government and must not work in a way that annuls or overrules the government and its working. Volunteering activities and NGO  »s should orient government in fulfilling its duty and must provide cognisance to the citizens in being responsible and to take part in the progress of the nation and in the functioning of the government. Instead when volunteering organisation break the link between the citizens and government, dominating with their presence it is a sign for another deprivation and uprise  of conflict. Nothing more can be immoral or vile or appalling for a world than for its citizens to retort or revolt against its government due to fear, suspicion or distrust. NGOs and volunteering organisation shouldn  »t be to prove the government to be incapable or in inability, instead it should add to the government and strengthen it.When the informed citizens could be liberated from the general frameworks of the government that enable them to participate in the works of the nation for their individuality, we can include the excluded populace within the general framework and enable them with the needed support and guidance to nurture themselves in becoming sovereign individuals. ",1,2,3,1,2,0,1,0,0,1
"U can't not educate a hungry person,u cannot educate a person with no shelter basic need comes first before education and unfortunately the extremely poor lack this and if this not taken care of the the fight against poverty is not meant for a certain kind of poor  people,u r viewing middle class, my view is of people who cannot afford food,shelter and clothing, before u think of educating them ,think of how they can access basic needs,there is a project by our Kenyan government to provide every child with a laptop in school but we have seen parents trading them for food so we have to look at step one first ,how do we go about poverty eradication and leaving no one behind,different people needs different approach",1,1,3,1,0,0,1,0,0,1
"Surely you cannot blame people for been poor,poverty is something nothing someone want for themselves,sometimes the poor are helpless n don't have any way of coming out of it unless they are helped out of it",1,1,3,1,0,0,1,0,0,1
"How will policies need to be adjusted in different contexts to ensure that they more effectively contribute to leaving no one behind in the achievement of SDG1 and related SDGs?I ma glad to share my views on this platform. I am from Zimbabwe and my view is that past policies have failed to address poverty issues because they have not been putting the needs for the citizens at the forefront. For example, national budgets allocations have neglected more allocation to socio-economic rights, meaning budgets have not been pro-poor. They have not prioritised allocations to ministries dealing with education, health, water and sanitation but rather to security ministries such as defence and home affairs at a time when a country is not at war at all. Governments budgets have failed to meet the international benchmarks e.g. the Abuja Declaration implored countries to allocate at least 15% of their budget towards health, Maputo Declaration  requires 10% of the budget towards agriculture and the Dakar Declaration requires 20% budget allocation towards education. These social economic rights are drivers towards lifting people out of poverty.Secondly, various studies show that the nexus between economic growth and poverty reduction is decent employment. It is not the quantum of employment that will lift our people out of poverty but is the the quality of employment that lifts people out of poverty. May of the African people are trapped in jobs in the informal econ0omy with low productivity and indecent working conditions. Policies should aim at supporting people in the informal economy to high productivity levels. Unfortunately mot government policies only focus on the formal economy (which is already shrinking) and neglecting focusing on the informal economy where the majority of the people are.Thirdly, there is need for African governments to serious about using the vast natural resources to transform the lives of people. Plugging the holes of Illicit financial flows from natural resources and redirecting it towards socio-economic development is also a master key to catapult people out of poverty.  ",1,3,3,1,0,0,1,0,0,1
"At the 2016 HLPF, countries reported voluntarily on the achievements toward implementation of the 2030 Agenda for Sustainable Development, including how they have integrated the SDGs in national development plans and strategies,and the overarching challenges they faced in the process. This is a good way to keep track of the effectiveness of policies in leaving no one behing in the achievement of the SDGs worldwide. Agriculture is the primary driver to abate hunger and reduce poverty, which is felt acutely in rural areas. Throughout history, agricultural prosperity has gone hand in hand with successful economies. And food security has a direct impact on national security  ñpolitically, socially and economically. Food security and nutrition also underpin achievement of health goals. Goal 2 inextricably links nutrition to agriculture, as well as to many other Goals related to health, land use, climate change, water, sanitation, education, employment, social protection, infrastructure, gender equality and resilience. For this reason, it is crucial that all stakeholders contribute actively to leave no one behind and moreover, that no one is left hungry. Moreover, eradicating poverty and hunger are integrally linked to boosting food production, agricultural productivity and rural incomes. In order to ensure the boost of investments in food production and agriculture in general, public and private capital flows and development assistance are going to be needed more and more to provide farmers and agri-entrepreneurs with healthy soils, water and plant genetic resources that are key inputs into food production.Finally, a full commitment to global partnership and cooperation will help in the full realization of the SDGs. At this respect, all efforts should be framed around the 5 key Ps: people, planet, prosperity peace and partnerships. These should also entail synergistic solutions, recognising the interconnectedness of distinct environments and populations and based on clear indicators able to be operationalized in differing contexts. ",1,3,3,1,0,0,1,0,0,1
"Nigeria is currently practicing a unique form of democratic governance which tends to ignore the people soon after elections. Policies and programmes designed to involve both the people and the media as watchdogs of office holders, will serve to reaffirm the saying that the more strictly one is watched, the better he or she behaves.Corruption, bad governance, ethnicity, impunity, citizens  » apathy, cynicism and docility, compounded by a peculiar democratic system that excludes the people in governance, constitute the greatest obstacle to Nigeria  »s socio-economic and political development.Convinced that the Global Goals will be unattainable unless and until the people are reintegrated into Nigeria  »s governance architecture, Self-Help Development Facilitators (SEDFA) designed and is now implementing the European Union (EU) sponsored  The Ask the People Initiative, in partnership with the United Nations Development Programme (UNDP). As its title suggests, the simple, most powerful and sustainable mechanism for holding Nigeria  »s thieves of state to account is to mainstream and popularize SEDFA  »s new governance maxim and modality which is anchored upon the belief that simply involving the people themselves, their community leaders, Civil Society Organisations (CSOs) and the media, in assessing and   ìvoicing  ù the exact status of projects in their areas, rather than the current situation whereby service providers themselves proclaim their subjective self-evaluation, will serve to mitigate impunity and corruption in a more sustainable way.Against this backdrop, Nigeria requires global partnerships and assistance in crafting and implementing more pragmatic policies and programmes such as participatory budgeting, tracking and transparent execution of projects in order to ensure that the country does not derail from the path of joining the comity of nations, thereby upholding and walking the SDGs  » talk.",1,3,3,1,0,0,1,0,0,1
"In my point of view working out a solution to the main reasons of poverty is much better than having temporer solutions . I don't think it would be possible to eradicate poverty unless all countries especially the ones which have the Vito in the UN ,exert sincere efforts to put an end to the the endless wars and disputes taking place everywhere in the world , such as the Israeli, Palestinian one . Moreover I think if the UN can do something to eliminate the illegal weapons trade ,then most disputes will come to an end as I think that half of the money, spent on arms and weapons can put an end to poverty everywhere in the globe as well as having positive reflection on the disputes and conflicts arising all over the world .On the other hand efforts must be given to establishing new projects in the poor countries like Egypt ,which have a high ratio of population as they live in just 10 percent of its land by making plans to set up new modern cities by digging canals from both the Red Sea and The Mediterranean Sea into the desert . This can be used as means of transport , fishing , good landscape as well as attracting people to move there on condition there is a way to use modern technology in turning sea water to be used for cultivation and drinking which will help greatly in reclaiming the desert and searching for oil and minerals in its vast desert and setting up different kinds of projects .",1,3,3,1,0,0,1,0,0,1
"Dear All,Greetings!!I would like to thank you all for giving me the opportunity to join & share my views with this discussion. My country is Bangladesh.There are so many problems in developing countries. We have to face it in present & in future. Problems we face are our reality and wait for help in finding solutions to reduce future risks.In my point of view I try to highlight the problems.Population in our country increasing day by day but land not increasing parallel.  They cut the green area specifically the agricultural land by building houses & making unplanned extremely big residential housing projects in different prominent places specifically the capital city as well as district town in the country. This unplanned use of agricultural land will lead to a shortage of agricultural crops in this region. As a result, increasing poverty & population rapidly with decreased agricultural food production.People have to migrate for searching works in different cities & countries. In many family working people are living abroad for their work and sending foreign remittances for their families in village. Their family has to depend on purchasing everything for their daily family needs. Due to shortage of agriculture land they are not directly involved with agricultural production. Farmers are facing hard crisis for agricultural land for food production and on the other part aristocrat class & landlords has huge lands found in uncultivated, barren or partly cultivated. To eradicate poverty we need kind attention on it. We have to more caring for our poor farmers so that they can be able to find cultivable agricultural land or farmers can get adequate leased  cultivable agricultural land from aristocrat class & landlords for increasing our agricultural production.     The world population is increasing so very rapidly and cultivable agricultural land is not enough so to eradicate poverty specifically developing countries need special care on highly technologically advanced & sophisticated agricultural production systems.7. 4 billion The world population in 2016.(reference: http://www.prb.org/pdf16/prb-wpds2016-web-2016.pdf )526 Average global population per square kilometer of arable land   î 239 in more developed countries, 697 in less developed. (reference: http://www.prb.org/pdf16/prb-wpds2016-web-2016.pdf )The world population will reach 9.9 billion in 2050, up 33 percent from an estimated 7.4 billion now, according to projections included in the 2016 World Population Data Sheet from the Population Reference Bureau (PRB). Agriculture is the largest source of income and employment for poor rural families.2.6 billion people depend directly on agriculture, but 52 per cent of the land used for agriculture is moderately or severely affected by soil degradation 74 per cent of the poor are directly affected by land degradation globallyMicrocredit is sometimes is not suitable for all class of borrowers or farmers because all class of borrowers are not able to change their economic position because they don  »t know or they don  »t have proper skills how to use credit to generate income. Sometimes farmers are failing to pay the loan on time and they search for another loan to repay the high interest loan. Two factors limit the use of credit as an instrument for poverty eradication, credit cannot be easily targeted to reach the poor & the poorest of the poor cannot make use of credit because they are in no position to undertake an economic activity.  ìThe non-entrepreneurial poor do not know how to use credit to generate income.  ù...  ùThe fact is that the vast majority of the most destitute and the ""poorest of the poor"" are likely to figure among the non-entrepreneurial poor although there is no conclusive evidence of a direct relationship between the level of poverty and the skills and willingness to run a business.  ù...  ù Yet while all poor people need to own more assets to generate more income, not all of the poor can express a viable demand for credit to finance the acquisition of these assets. In fact, as mentioned above, the poorest are the least likely to be in a position to express such a demand.  ù (p. 8)Source: Garson, Jose. Microfinance and Anti-Poverty Strategies. A Donor Perspective. UNCDF. http://www.undp.org/uncdf/pubs/mf/mf-chap1.htm#a  ìTwo factors limit the use of credit as an instrument for poverty eradication: (a) credit cannot be easily targeted to reach the poor and (b) many poor people, especially (but not only) the poorest of the poor, cannot make use of credit because they are in no position to undertake an economic activity.  ù (p. 7) Source: Garson, Jose. Microfinance and Anti-Poverty Strategies. A Donor Perspective. UNCDF. http://www.undp.org/uncdf/pubs/mf/mf-chap1.htm#a   ìMost of the people in the world are poor, so if we knew the economics of being poor we would know much of the economics that really matters. Most of the world's poor people earn their living from agriculture, so if we knew the economics of agriculture we would know much of the economics of being poor  ù (Shultz, 1979).Finally, I would like to conclude my views with Shultz (1979) that, most of the world's poor people earn their living from agriculture, so if we knew the economics of agriculture we would know much of the economics of being poor. Thank you all.",1,3,3,1,0,0,1,0,0,1
"There unfortunately is a scenario existing worldwide that focuses merely on economy. Every activity that both pursued by the citizens and by the government are aimed towards money making or economic gains where we left behind the chains and intermediate factors that connects workmanship and economy. The actual process of development is workmanship -> progress -> economy. In today's rapid world people or the world doesn't work for progress but directly for economy, this takes away the purpose, balance and equity in development.Agriculture today is not given any focus because we did not focus in upgrading the workings of agricultural sector. Before the wave of science and technology captured and held the world within its influence, people lived with nature. They know to read and live according to the signs shown to them by the nature. Today, the world is not so. We don't know nature, without looking into the atmospheric conditions, we sow our fields, half the way through the yielding process, there would be rain unconditioning the soil, killing the crop. Immediately we would demand subsidy or recompense for the loss from the government. The next year we will not learn from our mistake but continue with our routine for the excuse government gives through subsidy and recompense. After two - three repetition government would allocate a portion in the budget permanently as subsidy for farmers, eventually leaving behind the purpose of agriculture and the produces it would make. We don't find alternatives for resources. Water for our agricultural activities merely depends upon river and other direct form of use readily available. We don't condition soil during rain that could collect rain water to fill or refill the ground water table that would help us with our agricultural activities in summer. Citing lack of water we demand drought relief fund from government. So on the whole neither the government, nor the farmers association nor co-operative society nor the agricultural graduates concentrates on bringing back the environmental condition needed for healthy agricultural produce but sit back and relax for the sustenance enabled to the farmers as subsidy or recompense. This clearly examples why we can't accomplish any progress despite so many efforts and investments.""Farmers are facing hard crisis for agricultural land for food production and on the other part aristocrat class & landlords has huge lands found in uncultivated, barren or partly cultivated. To eradicate poverty we need kind attention on it. We have to more caring for our poor farmers so that they can be able to find cultivable agricultural land or farmers can get adequate leased  cultivable agricultural land from aristocrat class & landlords for increasing our agricultural production.""Government and co-operatives can get the barren land hired from the owners and use it agricultural purpose where from the revenue generated from the land a portion would be paid to the land owners as share, a part of the revenue goes to the people who worked in the fields and another portion would go to government. Here everybody involved come together as partners. Landowners parterners in the activity by investing their land, government and co-operatives partners with guidance and equipment support that would ease the toiling of farmers in the field, farmers partners with the skill they have to turn out the land productive. This would bring about the balance in resources ownership and development outcomes alleviating poverty.Government needs to focus on helping the poor build their skill and not merely on aiding them subsidy or relief fund that would make the world truly productive.",1,3,3,1,0,0,1,0,0,1
"Dear all,Thank you for this opportunity to contribute to this discussion, I speak on behalf of Soroptimist International and I wish to address the following question:What are some innovative examples of employing data and the data revolution to identify and assess policy needs of those left behind?NGOs and civil society organisations collect data across countries which is often not available or even recognised in national statistical collection services. Governments must recognise the value of data available from grassroots organisations, as this can bolster or complement official data. Based on experience from the Millennium Development Goals (MDGs) we cannot afford to fall behind with measuring our progress towards achieving the Sustainable Development Goals (SDGs). Governments and civil society, must work collectively as early as possible and with greater urgency, with the indicator framework and associated monitoring systems related with the SDGs, to ensure the achievement of the 2030 Agenda.  Collection at the local level is more nimble than at the national level. Given the pace of change in today's world, issues and problems can change during a five year period, so the national data collected five years ago that is published now may not be totally relevant. An interactive dialogue and multi-stakeholder workshops amongst civil society and governments to jointly develop data collection can contribute to identifying those who are left behind.In the experience of Soroptimist International (SI), the collection of data at local level related to community needs is vital to ensure those needs are fulfilled, and thus the SDG targets are met. SI works with Prison Reform Trust (PRT) in the UK to inform policy and practice, and prosecution and sentencing guidelines with data analysis; using well researched good practice and thematic briefings for those working with women in penal system. SI conducted both qualitative and quantitative research at a grassroots level which impacted UK government decisions. This project underpins the achievement of several SDGs, including Goal 4, lack of education and training opportunities causing unemployment and poverty are often drivers for offending, and Goal 5, gender-specific offences can lack consideration of the circumstances (including children) and treatment in detention. Systems fail to recognise the role sexual abuse and domestic violence play in women  »s offending. SI and PRT project highlights how an NGO can produce data which can directly monitor, demand or drive change for a vulnerable group.  More information can be found in the report, Transforming Lives. Soroptimist International also assists women who provide the primary source of financial support for their families by giving them the resources they need to improve their education, skills and employment prospects. Each year, more than $1.6 million in education grants are awarded to more than 1,200 women, many of whom have overcome enormous obstacles including poverty, domestic violence and/or drug and alcohol abuse. Live Your Dream Awards recipients must be enrolled in, or have been accepted to, a vocational/skills training programme or an undergraduate degree programme, and demonstrate a financial need. The women may use the cash award to offset any costs associated with their efforts to attain higher education, such as books, childcare, tuition and transportation. This grant has increased the standard of living for 82% of these women, and consistent data monitoring ensures that this programme reaches the some of the most vulnerable women in society.Ensuring robust systems are in place and utilised to collect reliable data and statistics disaggregated by sex and age, will enable us to identify the poorest groups so that targeted policy interventions can reach them, leaving no one behind. Consistent monitoring over time will provide evidence if these groups have made any progress or are still being left behind. One area of importance, is the inclusion of women  »s marital status in data, as this can be a primary determinant to the right to inherit property. Until all governments include imperative indicators such as this in their data collection, civil society will continue its role in pressing governments by highlighting the data which they themselves have collected. We must ensure citizen-generated data can contribute to the achievement of the SDGs, including the implementation and    follow-up and review  » of the goals.Thank you.",1,3,3,1,0,0,1,0,0,1
